date,text,verdict
October 7 2007,"""Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.""",0
September 18 2007,"Her health care plan will cost $110-billion in the first year, which can be paid for with savings.",2
September 18 2007,"""Each year, 18,000 people die in America because they don't have health care.""",0
September 18 2007,"Half of all personal bankruptcies in America ""are caused by medical bills.""",1
September 15 2007,"Health insurance premiums ""have almost doubled ... since 2000.""",0
September 11 2007,"English ""is our national language...if it becomes official, that means in a place like New York City you can't print ballots in any other language.""",4
September 10 2007," \u201CThirty-four percent of Hispanics don\u2019t have any health care at all, don\u2019t have any health insurance.\u201D",0
September 10 2007,"""In every single country, she had a majority of the vote -- or more of those who'd already made up their minds.""",1
September 10 2007,"""About 40 percent of Hispanic homeowners have subprime mortgages.""",0
September 10 2007,"""In New York, when she ran for reelection, she carried 58 of our 62 counties. George Bush had won 40 counties in New York just two years earlier.""",0
August 21 2007,"""Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled."" Remarks at AFSCME forum 6/19/2007 ",0
August 1 2007,"""Corporate profits are up, CEO pay is up, but average wages of Americans are flat.""",0
